,title,url,compnay_logo,company,id,company_url,how_to_apply,location,type,created_at,lat ,long
,Client-facing Software Engineer,https://jobs.github.com/positions/861ca26c-dc4b-11e8-8a59-311f92072400,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdk5YIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--cf96762c87fdda2397e9b85b068f9bc77e0f152a/2b5d809c-aa21-4327-b68d-bb898b05786b,Datawrapper,861ca26c-dc4b-11e8-8a59-311f92072400,http://www.datawrapper.de,"<p>Write Lisa and tell us a bit about yourself and how your skills &amp; experience could be a good fit for this job, and ask us all the questions you might have:</p>
<p><strong>→ <a href=""mailto:lisa@datawrapper.de"">lisa@datawrapper.de</a></strong></p>
<p>We're looking forward to hearing from you!</p>
",Berlin,Full Time,Tue Oct 30 13:58:53 UTC 2018,52.52,13.405
,Data Engineer (m/f) - Germany,https://jobs.github.com/positions/04549d40-dc44-11e8-9734-43fedb2ca2af,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdkpYIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e6744b71ff1cf45deccee5563b2fe117ee3517be/55b811c5-f4a3-494d-b896-c4d5c6c547a0,Simon-Kucher & Partners Strategy & Marketing Consultants GmbH,04549d40-dc44-11e8-9734-43fedb2ca2af,http://www.simon-kucher.com,"<p>Click here to apply!</p>
",Bonn,Full Time,Tue Oct 30 13:10:28 UTC 2018,50.734,7.0998
,Senior Software Engineer (m/f),https://jobs.github.com/positions/690c9fd8-dc37-11e8-9487-4c8007ecf678,,Clark Germany GmbH,690c9fd8-dc37-11e8-9487-4c8007ecf678,,"<p>Hi,</p>
<p>to apply please send us, your</p>
<p>Motivation Letter, CV &amp; Github Profile</p>
<p>You can apply through our greenhouse page, to get a quick reply:
<a href=""https://www.clark.de/de/jobs?gh_jid=4040394002"">https://www.clark.de/de/jobs?gh_jid=4040394002</a></p>
<p>Looking forward to get to know you.</p>
<p>Cheers, Hanan &amp; Clark Recruitment Team</p>
",Frankfurt,Full Time,Tue Oct 30 11:32:08 UTC 2018,50.1167,8.6833
,Senior Frontend Developer (m/f),https://jobs.github.com/positions/f3ba7836-dc36-11e8-9e85-eda172fcc718,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdkZYIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8dcf30dfdbc23ae5192d8953560982236d9fb769/0e3929e7-f54a-4fcc-a72b-7fbc6cbf8f25,Clark Germany GmbH,f3ba7836-dc36-11e8-9e85-eda172fcc718,,"<p>Hi,</p>
<p>to apply please send us, your</p>
<p>Motivation Letter, CV &amp; Github Profile</p>
<p>You can apply through our greenhouse page, to get a quick reply: <a href=""https://www.clark.de/de/jobs?gh_jid=4039724002"">https://www.clark.de/de/jobs?gh_jid=4039724002</a></p>
<p>Looking forward to get to know you.</p>
<p>Cheers, Hanan &amp; Clark Recruitment Team</p>
",Frankfurt,Full Time,Tue Oct 30 11:28:52 UTC 2018,50.1167,8.6833
,Senior Architect (m/f),https://jobs.github.com/positions/3cfd9704-dc36-11e8-90bf-c8a16734ec04,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdkJYIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a8a1e456930770d1ec835659cde46b101f4f18bb/0f654b81-0727-4933-9417-e76fac3fbb5d,Clark Germany GmbH,3cfd9704-dc36-11e8-90bf-c8a16734ec04,,"<p>Hi,</p>
<p>to apply please send us, your</p>
<p>Motivation Letter, CV &amp; Github Profile</p>
<p>You can apply through our greenhouse page, to get a quick reply: <a href=""https://www.clark.de/de/jobs?gh_jid=4090598002"">https://www.clark.de/de/jobs?gh_jid=4090598002</a></p>
<p>Looking forward to get to know you.</p>
<p>Cheers,
Hanan &amp; Clark Recruitment Team</p>
",Frankfurt,Full Time,Tue Oct 30 11:23:55 UTC 2018,50.1167,8.6833
,Web Applications Developer - JavaScript/HTML/React/CSS,https://jobs.github.com/positions/845ab1d2-dc26-11e8-8a3c-14f6bbf4ff70,,Adaptive Financial Consulting Ltd,845ab1d2-dc26-11e8-8a3c-14f6bbf4ff70,,"<p><a href=""https://grnh.se/a1af5d4f1"">https://grnh.se/a1af5d4f1</a> - send your CV to us via this link.</p>
",Montreal,Full Time,Tue Oct 30 09:31:36 UTC 2018,45.5,-73.5667
,Robotics Software Engineer,https://jobs.github.com/positions/0e2a0d92-dbad-11e8-8808-aa2ddc300084,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdTFYIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c0b270f5ddf21ac92a71949dc3b348ecba87dcf2/29b5bcd9-8286-42a4-8509-bc91b375adb9,Neya Systems LLC,0e2a0d92-dbad-11e8-8808-aa2ddc300084,http://neyasystems.com/,"<p>Apply here: <a href=""https://neya.applytojob.com/apply/3DKaxWyR41/Robotics-Software-Engineer"">https://neya.applytojob.com/apply/3DKaxWyR41/Robotics-Software-Engineer</a></p>
",Warrendale,Full Time,Mon Oct 29 19:02:23 UTC 2018,40.6533,-80.0794
,"CodeForward Developer - Munich, Germany, onsite",https://jobs.github.com/positions/170d9d44-c17b-11e8-9a28-51eee10fe313,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBalZYIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8cd5e1deb22fd6ba8729f0b9fee9bee141f52c15/bf3cc2e1-d679-49bd-93b9-3d6ceef0d7ae,CodeForward,170d9d44-c17b-11e8-9a28-51eee10fe313,https://codeforward.co/join,"<p><a href=""https://codeforward.co/join?utm_source=github&amp;utm_medium=paid&amp;utm_campaign=1028&amp;utm_content=recruiting_developers_github_cfd"">Apply here</a></p>
",Munich,Full Time,Mon Oct 29 14:13:41 UTC 2018,48.1333,11.5667
,Control Engineer ABB/SCHNEIDER/SIEMENS,https://jobs.github.com/positions/9c05ad22-db73-11e8-9c0e-e095be9b13b5,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdWhYIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--bc6201876e6751343333cd3315929c695ddf7fdf/39c98795-64bf-48cc-8e9c-97548410ac2d,ICT Automatisering Nederland B.V.,9c05ad22-db73-11e8-9c0e-e095be9b13b5,http://www.ict.eu,"<p>Klik hier om te solliciteren!</p>
",Barendrecht,Full Time,Mon Oct 29 12:12:11 UTC 2018,51.85,4.5333
,Senior Python Software Engineer ,https://jobs.github.com/positions/5cfc5c04-d90f-11e8-9d50-d2e1d303c48e,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdUZYIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b0abd7e6d191b98e36fdf022128b3755200da29a/e0c799c9-8deb-4a76-aaf4-e13cf221ca35,http://www.paddle.com,5cfc5c04-d90f-11e8-9d50-d2e1d303c48e,http://www.paddle.com,"<p>Please apply via our website: <a href=""https://boards.greenhouse.io/paddle/jobs/4107363002?gh_jid=4107363002"">https://boards.greenhouse.io/paddle/jobs/4107363002?gh_jid=4107363002</a></p>
",London,Full Time,Fri Oct 26 11:08:15 UTC 2018,51.5072,-0.1275
,Frontend Software Engineer ,https://jobs.github.com/positions/ec37b682-d902-11e8-9f44-b572cb1c6642,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdDlYIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--dcb2d0e46779aae0236b5ce387f65d7a47a55e73/3d97c575-b7f8-4490-a39a-36785dbe6744,ProntoPro,ec37b682-d902-11e8-9f44-b572cb1c6642,http://www.prontopro.it,"<p>Simply send us an email with your CV to <a href=""mailto:peopleops@prontopro.it"">peopleops@prontopro.it</a></p>
<p>OR apply easily on our website:
<a href=""https://prontopro.recruiterbox.com/jobs/fk0hzbs/"">https://prontopro.recruiterbox.com/jobs/fk0hzbs/</a></p>
",Milan,Full Time,Fri Oct 26 09:40:08 UTC 2018,45.4667,9.1833
,Jr Programmer C C# SQL .NET,https://jobs.github.com/positions/d42f9da4-d897-11e8-9e15-6308de92c469,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdXhYIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c36d3fb2c4375db142b9b60c3de21c0d33d253a1/f1de9f1d-53fb-4bd0-8796-91b38f78929d,"BlueWave Security, Inc.",d42f9da4-d897-11e8-9e15-6308de92c469,http://www.bluewavesecurity.com,"<p>Email your resume with a brief cover letter to <a href=""mailto:hr@bluewavesecurity.com"">hr@bluewavesecurity.com</a></p>
",Austin,Full Time,Thu Oct 25 21:26:18 UTC 2018,30.25,-97.75
,Full Stack Developer,https://jobs.github.com/positions/9bd2d6fa-d7ee-11e8-9f5e-c14b0048f133,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdDVYIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--7389dcbcfe7092331d653cc1f0caa3a5dca2e329/f9c740fb-f104-4833-a38b-d53bdd3930c5,Hello Design,9bd2d6fa-d7ee-11e8-9f5e-c14b0048f133,https://www.hellodesign.com,"<p>Please apply using <a href=""https://www.linkedin.com/jobs/view/932516853"">LinkedIn</a></p>
<p>Only qualified applicants will be called for an interview. Please no phone calls or office visits.</p>
",Los Angeles,Full Time,Thu Oct 25 00:41:02 UTC 2018,34.05,-118.25
,Software Engineer,https://jobs.github.com/positions/0b0b5ff2-d7c1-11e8-88ec-ba50e54bd4a0,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdHhYIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f1519dc6ab4f7ab9dd26e999a6547bd915811998/c960e5e4-ab0b-4f84-ab8e-2554b72a8f66,Stride Consulting,0b0b5ff2-d7c1-11e8-88ec-ba50e54bd4a0,https://www.stridenyc.com/,"<p>Follow this link and submit your application!
<a href=""https://grnh.se/48e351b21"">https://grnh.se/48e351b21</a></p>
",New York,Full Time,Wed Oct 24 19:14:53 UTC 2018,40.7127,-74.0059
,FPGA Engineer,https://jobs.github.com/positions/500a45e8-d797-11e8-9589-a611be182446,,"Thorlabs, Inc.",500a45e8-d797-11e8-9589-a611be182446,https://www.thorlabs.com/,"<p>Please be sure to complete an application on the company's career site for consideration:
<a href=""https://www.appone.com/MainInfoReq.asp?R_ID=2125923"">https://www.appone.com/MainInfoReq.asp?R_ID=2125923</a></p>
",Austin,Full Time,Wed Oct 24 14:16:23 UTC 2018,30.25,-97.75
,Lead Data Acquisition Design Engineer,https://jobs.github.com/positions/d662ff1e-d796-11e8-8c81-a8499a7d1c85,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdHBYIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9bc2cc9c5da522a458b19c6826a542fe7fae749a/8d15a419-f088-4195-ae6a-08cdc605eb9a,"Thorlabs, Inc.",d662ff1e-d796-11e8-8c81-a8499a7d1c85,https://www.thorlabs.com/,"<p>Please be sure to complete an application on the company's career site for consideration:
<a href=""https://www.appone.com/MainInfoReq.asp?R_ID=1824413"">https://www.appone.com/MainInfoReq.asp?R_ID=1824413</a></p>
",Austin,Full Time,Wed Oct 24 14:13:02 UTC 2018,30.25,-97.75
,Tester/Scrummaster,https://jobs.github.com/positions/0d240e44-d792-11e8-8b88-a458e5f37601,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdHRYIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b83bb64d4cd1158c133471f8dd8163a26f13fe4d/020d21f4-03f4-410f-b4b2-1e4985fa7752,De Nederlandsche Bank,0d240e44-d792-11e8-8b88-a458e5f37601,http://dnb.nl,"<p>Solliciteer direct op deze vacature via deze link.</p>
",Amsterdam,Full Time,Wed Oct 24 13:38:27 UTC 2018,52.3667,4.9
,Senior .NET Developer,https://jobs.github.com/positions/7c44cf7c-d713-11e8-89be-b3e23046d61a,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdGhYIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a583748c64683a61f69820356121822fc877418e/0fa7beb8-d72e-4f11-8509-5394c2375b87,Susco Solutions,7c44cf7c-d713-11e8-89be-b3e23046d61a,http://www.suscosolutions.com,"<p><a href=""http://careers.suscosolutions.com/apply/b8W5be/Senior-NET-Developer"">http://careers.suscosolutions.com/apply/b8W5be/Senior-NET-Developer</a></p>
",New Orleans,Full Time,Tue Oct 23 22:32:57 UTC 2018,29.9667,-90.05
,Web Developer,https://jobs.github.com/positions/ac69c278-d70b-11e8-8d68-56afb6a47cd3,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdGxYIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9fa7253823c51144912b764364fd29d454040a8b/9fac2ffb-e092-4661-8711-4fa829b30ac9,Yardi Systems,ac69c278-d70b-11e8-8d68-56afb6a47cd3,,"<p><a href=""http://www.yardi.com/about-us/career-opportunities/?jobRequested=10598"">http://www.yardi.com/about-us/career-opportunities/?jobRequested=10598</a></p>
",Santa Barbara,Full Time,Tue Oct 23 21:37:34 UTC 2018,34.4258,-119.7142
,Senior Python Engineer,https://jobs.github.com/positions/c307e4ca-d6a6-11e8-8f6e-f00ef74f7cb0,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdFJYIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6266702b8f37f4f3c34844bf46a138deb9b62729/728d2587-0eff-4cf3-bfc5-26581e0d58c2,Squirro,c307e4ca-d6a6-11e8-8f6e-f00ef74f7cb0,https://www.squirro.com,"<p>Email your resume to <a href=""mailto:jobs@squirro.com"">jobs@squirro.com</a></p>
",Z�rich,Full Time,Tue Oct 23 09:36:02 UTC 2018,47.3667,8.55
,A Challenge for Developers: Solve the Tracking Game ,https://jobs.github.com/positions/40ca8a98-a4bb-11e8-9a40-f75b414612e1,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdnRWIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4fcf11b6ee4b89d7de50bd7838a49502f08ac0c1/49217dad-be27-491e-b0f9-dbede0efed18,Reaktor,40ca8a98-a4bb-11e8-9a40-f75b414612e1,http://reaktor.com,"<p>Play the <a href=""https://tracking-game.reaktor.com/"">Tracking Game</a>.</p>
",New York,Full Time,Mon Oct 22 16:33:37 UTC 2018,40.7127,-74.0059
,"Technology Team Lead, Design Agency for Social Impact",https://jobs.github.com/positions/df5b47be-d612-11e8-88f4-50633736745c,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbHhYIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--3235bba838d5ca1495e8b2f6b73a0e54ee613498/caadf965-8957-438b-b2f8-12af175c8721,Constructive,df5b47be-d612-11e8-88f4-50633736745c,http://www.constructive.co,"<p><strong>Interested? Great! Then please send an email to titled “Technology Team Lead” to <a href=""mailto:jobs@constructive.co"">jobs@constructive.co</a> with the following</strong></p>
<ul>
<li>• A resume</li>
<li>• A cover letter telling us a bit about you and what excites you about joining our team</li>
<li>• Links to your own website, websites you’ve worked on, github, whatever</li>
<li>• Desired salary (freelance rate for those interested in consulting with us)</li>
</ul>
",New York,Full Time,Mon Oct 22 15:56:13 UTC 2018,40.7127,-74.0059
,Senior Software Entwickler Java (m/w/d),https://jobs.github.com/positions/da8ad94e-d5f8-11e8-8225-f199d46197fd,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczFYIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--44f1f5fc4e80f17e812dba42b303b1b900b1b06b/8f1dc8d2-0ca7-4d45-930f-acf761a28f70,www.FaktorZehn.com,da8ad94e-d5f8-11e8-8225-f199d46197fd,http://www.FaktorZehn.com,"<p>Klicken Sie hier um zum Bewerbungsformular zu gelangen!</p>
",München,Full Time,Mon Oct 22 12:49:21 UTC 2018,#FIELD!,#FIELD!
,"Senior Full-Stack JavaScript Engineer/Tech Lead with Node, React & TypeScript",https://jobs.github.com/positions/c37e8b54-d555-11e8-8730-c2f34a443e55,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc3hYIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0f39a1718b69f374b4decee135d579c6b376e4f4/24236f93-1354-4eef-9265-ef08a743ba6b,DevsData,c37e8b54-d555-11e8-8730-c2f34a443e55,,"<p><a href=""mailto:tomasz@potanski.pl"">tomasz@potanski.pl</a></p>
",Oslo,Full Time,Sun Oct 21 17:25:33 UTC 2018,59.9139,10.7522
